algorithm,basis_energy_threshold,bc_g_0p5_sc,bc_g_0p9_sc,bc_h_0p5_sc,bc_h_0p9_sc,bc_threshold,block_width_mhz,block_width_sc,cdd_delay_ns,cdd_delay_samples,ce_nmse_branch_mean,ce_nmse_branch_median,ce_nmse_eff_mean,ce_nmse_eff_median,cond_mean,cond_number,covariance,delay_spread_ns,dmrs_overhead_alg1,dmrs_spacing_sc,dmrs_symbols,effective_rank,family,gain_vs_alg1_db,n_blocks,n_prbs,n_sc,n_unknown_taps,overhead_mode,pilot_count,pilot_count_combined,pilot_count_per_port,processing_bandwidth_rb,processing_bandwidth_sc,snr_db,support_len,total_dmrs_re_alg1,total_pilot_re_relative,trials
Alg1 Direct RMMSE WB 576sc,,6,3,,,,,,2083.3333333333335,256,nan,nan,0.014148397812526005,0.012518615453044626,,,CDD-shifted PDP,1.0,0.1,2,2,,alg1_direct_rmmse,0.0,,48,576,,,288,288,,48.0,576,-6.0,,576,,50
Alg2 Basis LMMSE E90,0.9,6,3,,,,,,2083.3333333333335,256,0.014148234650861215,0.01251626359726071,0.01414845265335453,0.012518224302411604,,1.0000000000000002,,1.0,0.1,2,2,2.0,alg2_basis_reduced_support,-1.6833724474397086e-05,,48,576,2,,288,288,,,,-6.0,1,576,,50
Alg2 Basis LMMSE E95,0.95,6,3,,,,,,2083.3333333333335,256,0.014148234650861215,0.01251626359726071,0.01414845265335453,0.012518224302411604,,1.0000000000000002,,1.0,0.1,2,2,2.0,alg2_basis_reduced_support,-1.6833724474397086e-05,,48,576,2,,288,288,,,,-6.0,1,576,,50
Alg2 Basis LMMSE E99,0.99,6,3,,,,,,2083.3333333333335,256,0.014148234650861215,0.01251626359726071,0.01414845265335453,0.012518224302411604,,1.0000000000000002,,1.0,0.1,2,2,2.0,alg2_basis_reduced_support,-1.6833724474397086e-05,,48,576,2,,288,288,,,,-6.0,1,576,,50
Alg2 CoherenceBlock Bc0.9,,6,3,,,0.9,17.28,576,2083.3333333333335,256,0.014148217184509258,0.01251637091844487,0.014148435176015963,0.012518331655536523,1.0000000000000002,1.0000000000000002,,1.0,0.1,2,2,,alg2_coherence_block,-1.1468956628754564e-05,1,48,576,,,,288,,,,-6.0,,576,,50
Alg3 Port-DMRS RMMSE equal-total,,6,3,,,,,,2083.3333333333335,256,0.013777472815988252,0.012501320293858142,0.013778306881436952,0.012495736663670536,,,,1.0,0.1,2,2,,alg3_port_dmrs,0.11511408957648851,,48,576,,equal_total_overhead,,288,144,,,-6.0,,576,1.0,50
Alg1 Direct RMMSE WB 576sc,,6,3,,,,,,2083.3333333333335,256,nan,nan,0.0042563418768550455,0.003626822819876316,,,CDD-shifted PDP,1.0,0.1,2,2,,alg1_direct_rmmse,0.0,,48,576,,,288,288,,48.0,576,0.0,,576,,50
Alg2 Basis LMMSE E90,0.9,6,3,,,,,,2083.3333333333335,256,0.004257147213486729,0.0036278794046915776,0.004256625127141081,0.0036272500627086545,,1.0000000000000002,,1.0,0.1,2,2,2.0,alg2_basis_reduced_support,-0.0002890039071223521,,48,576,2,,288,288,,,,0.0,1,576,,50
Alg2 Basis LMMSE E95,0.95,6,3,,,,,,2083.3333333333335,256,0.004257147213486729,0.0036278794046915776,0.004256625127141081,0.0036272500627086545,,1.0000000000000002,,1.0,0.1,2,2,2.0,alg2_basis_reduced_support,-0.0002890039071223521,,48,576,2,,288,288,,,,0.0,1,576,,50
Alg2 Basis LMMSE E99,0.99,6,3,,,,,,2083.3333333333335,256,0.004257147213486729,0.0036278794046915776,0.004256625127141081,0.0036272500627086545,,1.0000000000000002,,1.0,0.1,2,2,2.0,alg2_basis_reduced_support,-0.0002890039071223521,,48,576,2,,288,288,,,,0.0,1,576,,50
Alg2 CoherenceBlock Bc0.9,,6,3,,,0.9,17.28,576,2083.3333333333335,256,0.004257157138236771,0.0036278635340072822,0.004256635051668154,0.003627234214045879,1.0000000000000002,1.0000000000000002,,1.0,0.1,2,2,,alg2_coherence_block,-0.00029912968092243647,1,48,576,,,,288,,,,0.0,,576,,50
Alg3 Port-DMRS RMMSE equal-total,,6,3,,,,,,2083.3333333333335,256,0.0038232584708481777,0.0034780094527982267,0.0038235360750412074,0.003481041329872114,,,,1.0,0.1,2,2,,alg3_port_dmrs,0.46571311873301346,,48,576,,equal_total_overhead,,288,144,,,0.0,,576,1.0,50
Alg1 Direct RMMSE WB 576sc,,6,3,,,,,,2083.3333333333335,256,nan,nan,0.0006879996233129589,0.0006584167522327899,,,CDD-shifted PDP,1.0,0.1,2,2,,alg1_direct_rmmse,0.0,,48,576,,,288,288,,48.0,576,8.0,,576,,50
Alg2 Basis LMMSE E90,0.9,6,3,,,,,,2083.3333333333335,256,0.000688770827362183,0.0006574486355463624,0.0006888751813472513,0.0006578908416113606,,1.0000000000000002,,1.0,0.1,2,2,2.0,alg2_basis_reduced_support,-0.005523379073339145,,48,576,2,,288,288,,,,8.0,1,576,,50
Alg2 Basis LMMSE E95,0.95,6,3,,,,,,2083.3333333333335,256,0.000688770827362183,0.0006574486355463624,0.0006888751813472513,0.0006578908416113606,,1.0000000000000002,,1.0,0.1,2,2,2.0,alg2_basis_reduced_support,-0.005523379073339145,,48,576,2,,288,288,,,,8.0,1,576,,50
Alg2 Basis LMMSE E99,0.99,6,3,,,,,,2083.3333333333335,256,0.000688770827362183,0.0006574486355463624,0.0006888751813472513,0.0006578908416113606,,1.0000000000000002,,1.0,0.1,2,2,2.0,alg2_basis_reduced_support,-0.005523379073339145,,48,576,2,,288,288,,,,8.0,1,576,,50
Alg2 CoherenceBlock Bc0.9,,6,3,,,0.9,17.28,576,2083.3333333333335,256,0.0006887711047096146,0.0006574475525303481,0.0006888754588001511,0.0006578897568975822,1.0000000000000002,1.0000000000000002,,1.0,0.1,2,2,,alg2_coherence_block,-0.005525128247099299,1,48,576,,,,288,,,,8.0,,576,,50
Alg3 Port-DMRS RMMSE equal-total,,6,3,,,,,,2083.3333333333335,256,0.0006783635057518432,0.000621024834844651,0.0006784291128610926,0.0006220749090947862,,,,1.0,0.1,2,2,,alg3_port_dmrs,0.0608372429037255,,48,576,,equal_total_overhead,,288,144,,,8.0,,576,1.0,50
Alg1 Direct RMMSE WB 576sc,,6,3,,,,,,2083.3333333333335,256,nan,nan,0.030067823491266656,0.027220301643303538,,,CDD-shifted PDP,1.0,0.05,4,2,,alg1_direct_rmmse,0.0,,48,576,,,144,144,,48.0,576,-6.0,,288,,50
Alg2 Basis LMMSE E90,0.9,6,3,,,,,,2083.3333333333335,256,0.030067181862308962,0.02722201336136902,0.030068006913699315,0.02722038980190873,,1.0000000000000004,,1.0,0.05,4,2,2.0,alg2_basis_reduced_support,-2.6493140553806626e-05,,48,576,2,,144,144,,,,-6.0,1,288,,50
Alg2 Basis LMMSE E95,0.95,6,3,,,,,,2083.3333333333335,256,0.030067181862308962,0.02722201336136902,0.030068006913699315,0.02722038980190873,,1.0000000000000004,,1.0,0.05,4,2,2.0,alg2_basis_reduced_support,-2.6493140553806626e-05,,48,576,2,,144,144,,,,-6.0,1,288,,50
Alg2 Basis LMMSE E99,0.99,6,3,,,,,,2083.3333333333335,256,0.030067181862308962,0.02722201336136902,0.030068006913699315,0.02722038980190873,,1.0000000000000004,,1.0,0.05,4,2,2.0,alg2_basis_reduced_support,-2.6493140553806626e-05,,48,576,2,,144,144,,,,-6.0,1,288,,50
Alg2 CoherenceBlock Bc0.9,,6,3,,,0.9,17.28,576,2083.3333333333335,256,0.030067137576340042,0.027221972286384795,0.03006796270103874,0.027220348670955793,1.0000000000000004,1.0000000000000004,,1.0,0.05,4,2,,alg2_coherence_block,-2.0107174004350576e-05,1,48,576,,,,144,,,,-6.0,,288,,50
Alg3 Port-DMRS RMMSE equal-total,,6,3,,,,,,2083.3333333333335,256,0.029964366290750024,0.028125244301970678,0.029966621867717293,0.028122113754370744,,,,1.0,0.05,4,2,,alg3_port_dmrs,0.014642043592184188,,48,576,,equal_total_overhead,,144,72,,,-6.0,,288,1.0,50
Alg1 Direct RMMSE WB 576sc,,6,3,,,,,,2083.3333333333335,256,nan,nan,0.008054254175914625,0.006776788400170757,,,CDD-shifted PDP,1.0,0.05,4,2,,alg1_direct_rmmse,0.0,,48,576,,,144,144,,48.0,576,0.0,,288,,50
Alg2 Basis LMMSE E90,0.9,6,3,,,,,,2083.3333333333335,256,0.008054418507960232,0.006776175198904846,0.008054134579164816,0.0067759135224674995,,1.0000000000000004,,1.0,0.05,4,2,2.0,alg2_basis_reduced_support,6.448839705368527e-05,,48,576,2,,144,144,,,,0.0,1,288,,50
Alg2 Basis LMMSE E95,0.95,6,3,,,,,,2083.3333333333335,256,0.008054418507960232,0.006776175198904846,0.008054134579164816,0.0067759135224674995,,1.0000000000000004,,1.0,0.05,4,2,2.0,alg2_basis_reduced_support,6.448839705368527e-05,,48,576,2,,144,144,,,,0.0,1,288,,50
Alg2 Basis LMMSE E99,0.99,6,3,,,,,,2083.3333333333335,256,0.008054418507960232,0.006776175198904846,0.008054134579164816,0.0067759135224674995,,1.0000000000000004,,1.0,0.05,4,2,2.0,alg2_basis_reduced_support,6.448839705368527e-05,,48,576,2,,144,144,,,,0.0,1,288,,50
Alg2 CoherenceBlock Bc0.9,,6,3,,,0.9,17.28,576,2083.3333333333335,256,0.008054406586557723,0.006776204211556511,0.008054122634333517,0.006775942408409459,1.0000000000000004,1.0000000000000004,,1.0,0.05,4,2,,alg2_coherence_block,7.092928541570325e-05,1,48,576,,,,144,,,,0.0,,288,,50
Alg3 Port-DMRS RMMSE equal-total,,6,3,,,,,,2083.3333333333335,256,0.0076960895930853375,0.007230564517116789,0.007696048823068112,0.007230384892124128,,,,1.0,0.05,4,2,,alg3_port_dmrs,0.19757516774939293,,48,576,,equal_total_overhead,,144,72,,,0.0,,288,1.0,50
Alg1 Direct RMMSE WB 576sc,,6,3,,,,,,2083.3333333333335,256,nan,nan,0.0013464002607707466,0.0012523467361536115,,,CDD-shifted PDP,1.0,0.05,4,2,,alg1_direct_rmmse,0.0,,48,576,,,144,144,,48.0,576,8.0,,288,,50
Alg2 Basis LMMSE E90,0.9,6,3,,,,,,2083.3333333333335,256,0.0013468085348810547,0.001251779318971205,0.0013466839613845022,0.0012538631321261829,,1.0000000000000004,,1.0,0.05,4,2,2.0,alg2_basis_reduced_support,-0.0009150074885054842,,48,576,2,,144,144,,,,8.0,1,288,,50
Alg2 Basis LMMSE E95,0.95,6,3,,,,,,2083.3333333333335,256,0.0013468085348810547,0.001251779318971205,0.0013466839613845022,0.0012538631321261829,,1.0000000000000004,,1.0,0.05,4,2,2.0,alg2_basis_reduced_support,-0.0009150074885054842,,48,576,2,,144,144,,,,8.0,1,288,,50
Alg2 Basis LMMSE E99,0.99,6,3,,,,,,2083.3333333333335,256,0.0013468085348810547,0.001251779318971205,0.0013466839613845022,0.0012538631321261829,,1.0000000000000004,,1.0,0.05,4,2,2.0,alg2_basis_reduced_support,-0.0009150074885054842,,48,576,2,,144,144,,,,8.0,1,288,,50
Alg2 CoherenceBlock Bc0.9,,6,3,,,0.9,17.28,576,2083.3333333333335,256,0.0013468105691025207,0.001251785249765944,0.0013466859946689156,0.0012538690680851457,1.0000000000000004,1.0000000000000004,,1.0,0.05,4,2,,alg2_coherence_block,-0.0009215646582614337,1,48,576,,,,144,,,,8.0,,288,,50
Alg3 Port-DMRS RMMSE equal-total,,6,3,,,,,,2083.3333333333335,256,0.0013043723277837973,0.0012117000293414481,0.0013046866607217462,0.0012117038569447519,,,,1.0,0.05,4,2,,alg3_port_dmrs,0.13667964954868797,,48,576,,equal_total_overhead,,144,72,,,8.0,,288,1.0,50
Alg1 Direct RMMSE WB 576sc,,6,3,,,,,,2083.3333333333335,256,nan,nan,0.04574764060428899,0.039298578843625774,,,CDD-shifted PDP,1.0,0.03333333333333333,6,2,,alg1_direct_rmmse,0.0,,48,576,,,96,96,,48.0,576,-6.0,,192,,50
Alg2 Basis LMMSE E90,0.9,6,3,,,,,,2083.3333333333335,256,0.04574817863396891,0.03928900957815756,0.045747388991060414,0.039297183906856964,,1.0000000000000007,,1.0,0.03333333333333333,6,2,1.9999999999999998,alg2_basis_reduced_support,2.3886376610543866e-05,,48,576,2,,96,96,,,,-6.0,1,192,,50
Alg2 Basis LMMSE E95,0.95,6,3,,,,,,2083.3333333333335,256,0.04574817863396891,0.03928900957815756,0.045747388991060414,0.039297183906856964,,1.0000000000000007,,1.0,0.03333333333333333,6,2,1.9999999999999998,alg2_basis_reduced_support,2.3886376610543866e-05,,48,576,2,,96,96,,,,-6.0,1,192,,50
Alg2 Basis LMMSE E99,0.99,6,3,,,,,,2083.3333333333335,256,0.04574817863396891,0.03928900957815756,0.045747388991060414,0.039297183906856964,,1.0000000000000007,,1.0,0.03333333333333333,6,2,1.9999999999999998,alg2_basis_reduced_support,2.3886376610543866e-05,,48,576,2,,96,96,,,,-6.0,1,192,,50
Alg2 CoherenceBlock Bc0.9,,6,3,,,0.9,17.28,576,2083.3333333333335,256,0.045748236841890375,0.03928955872389339,0.04574744722477697,0.03929773355177604,1.0000000000000002,1.0000000000000002,,1.0,0.03333333333333333,6,2,,alg2_coherence_block,1.8358068607797696e-05,1,48,576,,,,96,,,,-6.0,,192,,50
Alg3 Port-DMRS RMMSE equal-total,,6,3,,,,,,2083.3333333333335,256,0.04313914699269408,0.03777469421142687,0.04313940490693298,0.037781622409586296,,,,1.0,0.03333333333333333,6,2,,alg3_port_dmrs,0.25494550744258593,,48,576,,equal_total_overhead,,96,48,,,-6.0,,192,1.0,50
Alg1 Direct RMMSE WB 576sc,,6,3,,,,,,2083.3333333333335,256,nan,nan,0.011924915970066565,0.010146305370115013,,,CDD-shifted PDP,1.0,0.03333333333333333,6,2,,alg1_direct_rmmse,0.0,,48,576,,,96,96,,48.0,576,0.0,,192,,50
Alg2 Basis LMMSE E90,0.9,6,3,,,,,,2083.3333333333335,256,0.011924459934884897,0.010147849164306576,0.011924780297221747,0.010146837174580165,,1.0000000000000007,,1.0,0.03333333333333333,6,2,1.9999999999999998,alg2_basis_reduced_support,4.9411084475694863e-05,,48,576,2,,96,96,,,,0.0,1,192,,50
Alg2 Basis LMMSE E95,0.95,6,3,,,,,,2083.3333333333335,256,0.011924459934884897,0.010147849164306576,0.011924780297221747,0.010146837174580165,,1.0000000000000007,,1.0,0.03333333333333333,6,2,1.9999999999999998,alg2_basis_reduced_support,4.9411084475694863e-05,,48,576,2,,96,96,,,,0.0,1,192,,50
Alg2 Basis LMMSE E99,0.99,6,3,,,,,,2083.3333333333335,256,0.011924459934884897,0.010147849164306576,0.011924780297221747,0.010146837174580165,,1.0000000000000007,,1.0,0.03333333333333333,6,2,1.9999999999999998,alg2_basis_reduced_support,4.9411084475694863e-05,,48,576,2,,96,96,,,,0.0,1,192,,50
Alg2 CoherenceBlock Bc0.9,,6,3,,,0.9,17.28,576,2083.3333333333335,256,0.011924519090251908,0.010147789237365413,0.011924839485687365,0.010146777265908258,1.0000000000000002,1.0000000000000002,,1.0,0.03333333333333333,6,2,,alg2_coherence_block,2.785499742354138e-05,1,48,576,,,,96,,,,0.0,,192,,50
Alg3 Port-DMRS RMMSE equal-total,,6,3,,,,,,2083.3333333333335,256,0.012611004999059351,0.012190257325025933,0.01261132389485166,0.012191502283587997,,,,1.0,0.03333333333333333,6,2,,alg3_port_dmrs,-0.2430535232700541,,48,576,,equal_total_overhead,,96,48,,,0.0,,192,1.0,50
Alg1 Direct RMMSE WB 576sc,,6,3,,,,,,2083.3333333333335,256,nan,nan,0.0015929330942123627,0.0013554675587797026,,,CDD-shifted PDP,1.0,0.03333333333333333,6,2,,alg1_direct_rmmse,0.0,,48,576,,,96,96,,48.0,576,8.0,,192,,50
Alg2 Basis LMMSE E90,0.9,6,3,,,,,,2083.3333333333335,256,0.0015928139606512062,0.0013551413652633493,0.0015928663458486755,0.0013554924235327386,,1.0000000000000007,,1.0,0.03333333333333333,6,2,1.9999999999999998,alg2_basis_reduced_support,0.00018198537965184364,,48,576,2,,96,96,,,,8.0,1,192,,50
Alg2 Basis LMMSE E95,0.95,6,3,,,,,,2083.3333333333335,256,0.0015928139606512062,0.0013551413652633493,0.0015928663458486755,0.0013554924235327386,,1.0000000000000007,,1.0,0.03333333333333333,6,2,1.9999999999999998,alg2_basis_reduced_support,0.00018198537965184364,,48,576,2,,96,96,,,,8.0,1,192,,50
Alg2 Basis LMMSE E99,0.99,6,3,,,,,,2083.3333333333335,256,0.0015928139606512062,0.0013551413652633493,0.0015928663458486755,0.0013554924235327386,,1.0000000000000007,,1.0,0.03333333333333333,6,2,1.9999999999999998,alg2_basis_reduced_support,0.00018198537965184364,,48,576,2,,96,96,,,,8.0,1,192,,50
Alg2 CoherenceBlock Bc0.9,,6,3,,,0.9,17.28,576,2083.3333333333335,256,0.0015928157638732219,0.0013551513044210797,0.0015928681491034706,0.0013555023742628782,1.0000000000000002,1.0000000000000002,,1.0,0.03333333333333333,6,2,,alg2_coherence_block,0.0001770688142046898,1,48,576,,,,96,,,,8.0,,192,,50
Alg3 Port-DMRS RMMSE equal-total,,6,3,,,,,,2083.3333333333335,256,0.0017017835303401948,0.001553827952129396,0.001702041607695531,0.0015545048201337488,,,,1.0,0.03333333333333333,6,2,,alg3_port_dmrs,-0.28772637427973347,,48,576,,equal_total_overhead,,96,48,,,8.0,,192,1.0,50
Alg1 Direct RMMSE WB 576sc,,6,3,,,,,,2083.3333333333335,256,nan,nan,0.08328892451750898,0.08147768549471457,,,CDD-shifted PDP,1.0,0.016666666666666666,12,2,,alg1_direct_rmmse,0.0,,48,576,,,48,48,,48.0,576,-6.0,,96,,50
Alg2 Basis LMMSE E90,0.9,6,3,,,,,,2083.3333333333335,256,0.08328961027378931,0.08147786420074052,0.08328797829288287,0.08147579632916693,,1.0,,1.0,0.016666666666666666,12,2,2.0,alg2_basis_reduced_support,4.9339389415426916e-05,,48,576,2,,48,48,,,,-6.0,1,96,,50
Alg2 Basis LMMSE E95,0.95,6,3,,,,,,2083.3333333333335,256,0.08328961027378931,0.08147786420074052,0.08328797829288287,0.08147579632916693,,1.0,,1.0,0.016666666666666666,12,2,2.0,alg2_basis_reduced_support,4.9339389415426916e-05,,48,576,2,,48,48,,,,-6.0,1,96,,50
Alg2 Basis LMMSE E99,0.99,6,3,,,,,,2083.3333333333335,256,0.08328961027378931,0.08147786420074052,0.08328797829288287,0.08147579632916693,,1.0,,1.0,0.016666666666666666,12,2,2.0,alg2_basis_reduced_support,4.9339389415426916e-05,,48,576,2,,48,48,,,,-6.0,1,96,,50
Alg2 CoherenceBlock Bc0.9,,6,3,,,0.9,17.28,576,2083.3333333333335,256,0.08328991871450851,0.08147803275300994,0.08328828676077585,0.08147596540619491,1.0000000000000002,1.0000000000000002,,1.0,0.016666666666666666,12,2,,alg2_coherence_block,3.325475650304525e-05,1,48,576,,,,48,,,,-6.0,,96,,50
Alg3 Port-DMRS RMMSE equal-total,,6,3,,,,,,2083.3333333333335,256,0.08163583144958386,0.0769732507103833,0.08163566527842209,0.0769678140083476,,,,1.0,0.016666666666666666,12,2,,alg3_port_dmrs,0.0870731789639157,,48,576,,equal_total_overhead,,48,24,,,-6.0,,96,1.0,50
Alg1 Direct RMMSE WB 576sc,,6,3,,,,,,2083.3333333333335,256,nan,nan,0.020935493474682664,0.018583815654676684,,,CDD-shifted PDP,1.0,0.016666666666666666,12,2,,alg1_direct_rmmse,0.0,,48,576,,,48,48,,48.0,576,0.0,,96,,50
Alg2 Basis LMMSE E90,0.9,6,3,,,,,,2083.3333333333335,256,0.020935444890393257,0.018586703870577054,0.020935516007256755,0.018584702644305007,,1.0,,1.0,0.016666666666666666,12,2,2.0,alg2_basis_reduced_support,-4.674247271518462e-06,,48,576,2,,48,48,,,,0.0,1,96,,50
Alg2 Basis LMMSE E95,0.95,6,3,,,,,,2083.3333333333335,256,0.020935444890393257,0.018586703870577054,0.020935516007256755,0.018584702644305007,,1.0,,1.0,0.016666666666666666,12,2,2.0,alg2_basis_reduced_support,-4.674247271518462e-06,,48,576,2,,48,48,,,,0.0,1,96,,50
Alg2 Basis LMMSE E99,0.99,6,3,,,,,,2083.3333333333335,256,0.020935444890393257,0.018586703870577054,0.020935516007256755,0.018584702644305007,,1.0,,1.0,0.016666666666666666,12,2,2.0,alg2_basis_reduced_support,-4.674247271518462e-06,,48,576,2,,48,48,,,,0.0,1,96,,50
Alg2 CoherenceBlock Bc0.9,,6,3,,,0.9,17.28,576,2083.3333333333335,256,0.020935542856778292,0.018586309842107865,0.020935613956660624,0.018584308721810452,1.0000000000000002,1.0000000000000002,,1.0,0.016666666666666666,12,2,,alg2_coherence_block,-2.49932048167375e-05,1,48,576,,,,48,,,,0.0,,96,,50
Alg3 Port-DMRS RMMSE equal-total,,6,3,,,,,,2083.3333333333335,256,0.021423474333747694,0.01799220466200592,0.021424293666689617,0.01798702065723727,,,,1.0,0.016666666666666666,12,2,,alg3_port_dmrs,-0.10023310472627556,,48,576,,equal_total_overhead,,48,24,,,0.0,,96,1.0,50
Alg1 Direct RMMSE WB 576sc,,6,3,,,,,,2083.3333333333335,256,nan,nan,0.003919259958443816,0.0032571625968249125,,,CDD-shifted PDP,1.0,0.016666666666666666,12,2,,alg1_direct_rmmse,0.0,,48,576,,,48,48,,48.0,576,8.0,,96,,50
Alg2 Basis LMMSE E90,0.9,6,3,,,,,,2083.3333333333335,256,0.003918538487792091,0.0032588026592218246,0.003919106149207065,0.0032574487251778,,1.0,,1.0,0.016666666666666666,12,2,2.0,alg2_basis_reduced_support,0.00017043986432286652,,48,576,2,,48,48,,,,8.0,1,96,,50
Alg2 Basis LMMSE E95,0.95,6,3,,,,,,2083.3333333333335,256,0.003918538487792091,0.0032588026592218246,0.003919106149207065,0.0032574487251778,,1.0,,1.0,0.016666666666666666,12,2,2.0,alg2_basis_reduced_support,0.00017043986432286652,,48,576,2,,48,48,,,,8.0,1,96,,50
Alg2 Basis LMMSE E99,0.99,6,3,,,,,,2083.3333333333335,256,0.003918538487792091,0.0032588026592218246,0.003919106149207065,0.0032574487251778,,1.0,,1.0,0.016666666666666666,12,2,2.0,alg2_basis_reduced_support,0.00017043986432286652,,48,576,2,,48,48,,,,8.0,1,96,,50
Alg2 CoherenceBlock Bc0.9,,6,3,,,0.9,17.28,576,2083.3333333333335,256,0.0039185386765874285,0.0032588040039863595,0.0039191063391369515,0.0032574500815744185,1.0000000000000002,1.0000000000000002,,1.0,0.016666666666666666,12,2,,alg2_coherence_block,0.0001702293941380918,1,48,576,,,,48,,,,8.0,,96,,50
Alg3 Port-DMRS RMMSE equal-total,,6,3,,,,,,2083.3333333333335,256,0.003788989693892406,0.003397006757407406,0.0037892658429214054,0.0033970607002030352,,,,1.0,0.016666666666666666,12,2,,alg3_port_dmrs,0.1464899544115766,,48,576,,equal_total_overhead,,48,24,,,8.0,,96,1.0,50
Alg1 Direct RMMSE WB 576sc,,86,37,,,,,,130.20833333333334,16,nan,nan,0.024602585160129836,0.023253220676673753,,,CDD-shifted PDP,5.0,0.1,2,2,,alg1_direct_rmmse,0.0,,48,576,,,288,288,,48.0,576,-6.0,,576,,50
Alg2 Basis LMMSE E90,0.9,86,37,,,,,,130.20833333333334,16,0.027387438549058053,0.02626773435841802,0.025878196756863713,0.02360891950368635,,14.249193877557154,,5.0,0.1,2,2,2.35620327149494,alg2_basis_reduced_support,-0.21953266804335125,,48,576,4,,288,288,,,,-6.0,2,576,,50
Alg2 Basis LMMSE E95,0.95,86,37,,,,,,130.20833333333334,16,0.027387438549058053,0.02626773435841802,0.025878196756863713,0.02360891950368635,,14.249193877557154,,5.0,0.1,2,2,2.35620327149494,alg2_basis_reduced_support,-0.21953266804335125,,48,576,4,,288,288,,,,-6.0,2,576,,50
Alg2 Basis LMMSE E99,0.99,86,37,,,,,,130.20833333333334,16,0.026083808840450928,0.02450705180648185,0.024695091074115195,0.023253304371655473,,269.675753160023,,5.0,0.1,2,2,2.488627226490417,alg2_basis_reduced_support,-0.016298883927296674,,48,576,6,,288,288,,,,-6.0,3,576,,50
Alg2 CoherenceBlock Bc0.9,,86,37,,,0.9,17.28,576,130.20833333333334,16,0.04055696656710316,0.037970584993478065,0.038996703235280795,0.03704743759753991,1.1055920626291509,1.1055920626291509,,5.0,0.1,2,2,,alg2_coherence_block,-2.000471497458517,1,48,576,,,,288,,,,-6.0,,576,,50
Alg3 Port-DMRS RMMSE equal-total,,86,37,,,,,,130.20833333333334,16,0.02358805311492586,0.022692312592870887,0.02373234338720128,0.023761525286625118,,,,5.0,0.1,2,2,,alg3_port_dmrs,0.15640120171999505,,48,576,,equal_total_overhead,,288,144,,,-6.0,,576,1.0,50
Alg1 Direct RMMSE WB 576sc,,86,37,,,,,,130.20833333333334,16,nan,nan,0.007731559060907112,0.0067697351559947785,,,CDD-shifted PDP,5.0,0.1,2,2,,alg1_direct_rmmse,0.0,,48,576,,,288,288,,48.0,576,0.0,,576,,50
Alg2 Basis LMMSE E90,0.9,86,37,,,,,,130.20833333333334,16,0.009156496080227077,0.00837791324174506,0.00834346163649429,0.0075506337813374454,,14.249193877557154,,5.0,0.1,2,2,2.35620327149494,alg2_basis_reduced_support,-0.3307919560214494,,48,576,4,,288,288,,,,0.0,2,576,,50
Alg2 Basis LMMSE E95,0.95,86,37,,,,,,130.20833333333334,16,0.009156496080227077,0.00837791324174506,0.00834346163649429,0.0075506337813374454,,14.249193877557154,,5.0,0.1,2,2,2.35620327149494,alg2_basis_reduced_support,-0.3307919560214494,,48,576,4,,288,288,,,,0.0,2,576,,50
Alg2 Basis LMMSE E99,0.99,86,37,,,,,,130.20833333333334,16,0.008483346655246702,0.007254287637117795,0.007800480345266664,0.0069186936751027776,,269.675753160023,,5.0,0.1,2,2,2.488627226490417,alg2_basis_reduced_support,-0.03854269121910523,,48,576,6,,288,288,,,,0.0,3,576,,50
Alg2 CoherenceBlock Bc0.9,,86,37,,,0.9,17.28,576,130.20833333333334,16,0.030360584966962,0.0297539574284317,0.02873270860944277,0.027392792820697728,1.1055920626291509,1.1055920626291509,,5.0,0.1,2,2,,alg2_coherence_block,-5.701094907315992,1,48,576,,,,288,,,,0.0,,576,,50
Alg3 Port-DMRS RMMSE equal-total,,86,37,,,,,,130.20833333333334,16,0.007735498915140904,0.0065429444320835774,0.007836057535141,0.007052939316750431,,,,5.0,0.1,2,2,,alg3_port_dmrs,-0.05830538296654104,,48,576,,equal_total_overhead,,288,144,,,0.0,,576,1.0,50
Alg1 Direct RMMSE WB 576sc,,86,37,,,,,,130.20833333333334,16,nan,nan,0.001423363463067186,0.001224430810391571,,,CDD-shifted PDP,5.0,0.1,2,2,,alg1_direct_rmmse,0.0,,48,576,,,288,288,,48.0,576,8.0,,576,,50
Alg2 Basis LMMSE E90,0.9,86,37,,,,,,130.20833333333334,16,0.001949442974494782,0.0017328856471019258,0.0017379838208996534,0.001468445462917334,,14.249193877557154,,5.0,0.1,2,2,2.35620327149494,alg2_basis_reduced_support,-0.8672991569096495,,48,576,4,,288,288,,,,8.0,2,576,,50
Alg2 Basis LMMSE E95,0.95,86,37,,,,,,130.20833333333334,16,0.001949442974494782,0.0017328856471019258,0.0017379838208996534,0.001468445462917334,,14.249193877557154,,5.0,0.1,2,2,2.35620327149494,alg2_basis_reduced_support,-0.8672991569096495,,48,576,4,,288,288,,,,8.0,2,576,,50
Alg2 Basis LMMSE E99,0.99,86,37,,,,,,130.20833333333334,16,0.0016808430830684107,0.0015914278393879264,0.001500212538963648,0.0013199689091853337,,269.675753160023,,5.0,0.1,2,2,2.488627226490417,alg2_basis_reduced_support,-0.2283697748825146,,48,576,6,,288,288,,,,8.0,3,576,,50
