algorithm,basis_energy_threshold,bc_g_0p5_sc,bc_g_0p9_sc,bc_h_0p5_sc,bc_h_0p9_sc,bc_threshold,block_width_mhz,block_width_sc,cdd_delay_ns,cdd_delay_samples,ce_nmse_branch_mean,ce_nmse_branch_median,ce_nmse_eff_mean,ce_nmse_eff_median,cond_mean,cond_number,covariance,delay_spread_ns,dmrs_overhead_alg1,dmrs_spacing_sc,dmrs_symbols,effective_rank,family,gain_vs_alg1_db,n_blocks,n_prbs,n_sc,n_unknown_taps,overhead_mode,pilot_count,pilot_count_combined,pilot_count_per_port,processing_bandwidth_rb,processing_bandwidth_sc,snr_db,support_len,total_dmrs_re_alg1,total_pilot_re_relative,trials
Alg3 Port-DMRS RMMSE equal-total,,43,19,,267,,,,260.4166666666667,32,0.08321835652241333,0.07818101269704245,0.08314716732433595,0.07544294258276779,,,,10.0,0.03333333333333333,6,2,,alg3_port_dmrs,-0.13947070519964969,,48,576,,equal_total_overhead,,96,48,,,-6.0,,192,1.0,50
Alg1 Direct RMMSE WB 576sc,,43,19,,267,,,,260.4166666666667,32,nan,nan,0.026724986722677643,0.023572410315923505,,,CDD-shifted PDP,10.0,0.03333333333333333,6,2,,alg1_direct_rmmse,0.0,,48,576,,,96,96,,48.0,576,0.0,,192,,50
Alg2 Basis LMMSE E90,0.9,43,19,,267,,,,260.4166666666667,32,0.033069305896981385,0.027851222692701044,0.032333158342804036,0.028619049898446998,,107.07109436708275,,10.0,0.03333333333333333,6,2,2.7329580110299516,alg2_basis_reduced_support,-0.82730630986813,,48,576,6,,96,96,,,,0.0,3,192,,50
Alg2 Basis LMMSE E95,0.95,43,19,,267,,,,260.4166666666667,32,0.029518279654854665,0.026113611812794375,0.02880533284315786,0.0256985273620949,,1182.5625525411826,,10.0,0.03333333333333333,6,2,2.932857634856458,alg2_basis_reduced_support,-0.32555399709440297,,48,576,8,,96,96,,,,0.0,4,192,,50
Alg2 Basis LMMSE E99,0.99,43,19,,267,,,,260.4166666666667,32,0.027600609021386665,0.024233416928914897,0.0269289662507512,0.02350418906047113,,401653.45801688987,,10.0,0.03333333333333333,6,2,3.1772905379958583,alg2_basis_reduced_support,-0.033021839157379454,,48,576,12,,96,96,,,,0.0,6,192,,50
Alg2 CoherenceBlock Bc0.9,,43,19,,267,0.9,8.01,267,260.4166666666667,32,0.07491693804966335,0.07333127988797841,0.05882999818030031,0.054391025427709655,1.8062945469494753,3.335802757868847,,10.0,0.03333333333333333,6,2,,alg2_coherence_block,-3.426813368363699,3,48,576,,,,96,,,,0.0,,192,,50
Alg3 Port-DMRS RMMSE equal-total,,43,19,,267,,,,260.4166666666667,32,0.029309190017148868,0.024320432149403944,0.029323457911651696,0.024928606976521425,,,,10.0,0.03333333333333333,6,2,,alg3_port_dmrs,-0.40297684202010214,,48,576,,equal_total_overhead,,96,48,,,0.0,,192,1.0,50
Alg1 Direct RMMSE WB 576sc,,43,19,,267,,,,260.4166666666667,32,nan,nan,0.004914902197176165,0.004287368011803381,,,CDD-shifted PDP,10.0,0.03333333333333333,6,2,,alg1_direct_rmmse,0.0,,48,576,,,96,96,,48.0,576,8.0,,192,,50
Alg2 Basis LMMSE E90,0.9,43,19,,267,,,,260.4166666666667,32,0.010495325723996618,0.009515145857398858,0.009840413805925248,0.009105236364241091,,107.07109436708275,,10.0,0.03333333333333333,6,2,2.7329580110299516,alg2_basis_reduced_support,-3.0149848150407212,,48,576,6,,96,96,,,,8.0,3,192,,50
Alg2 Basis LMMSE E95,0.95,43,19,,267,,,,260.4166666666667,32,0.007711923518300809,0.00710987206341427,0.007228906776470188,0.0065991913666779796,,1182.5625525411826,,10.0,0.03333333333333333,6,2,2.932857634856458,alg2_basis_reduced_support,-1.6755774402506405,,48,576,8,,96,96,,,,8.0,4,192,,50
Alg2 Basis LMMSE E99,0.99,43,19,,267,,,,260.4166666666667,32,0.005571971343222193,0.004838807774579909,0.005288792377828434,0.004613004376308077,,401653.45801688987,,10.0,0.03333333333333333,6,2,3.1772905379958583,alg2_basis_reduced_support,-0.3184163812757604,,48,576,12,,96,96,,,,8.0,6,192,,50
Alg2 CoherenceBlock Bc0.9,,43,19,,267,0.9,8.01,267,260.4166666666667,32,0.03566097248070136,0.03380812133371146,0.028562930259790446,0.02604636390253635,1.8062945469494753,3.335802757868847,,10.0,0.03333333333333333,6,2,,alg2_coherence_block,-7.642878793663799,3,48,576,,,,96,,,,8.0,,192,,50
Alg3 Port-DMRS RMMSE equal-total,,43,19,,267,,,,260.4166666666667,32,0.005124713734387719,0.004334671019248453,0.0050892835758695795,0.004266079295980774,,,,10.0,0.03333333333333333,6,2,,alg3_port_dmrs,-0.15141770396877913,,48,576,,equal_total_overhead,,96,48,,,8.0,,192,1.0,50
Alg1 Direct RMMSE WB 576sc,,43,19,,267,,,,260.4166666666667,32,nan,nan,0.12842091209285708,0.11955853650083209,,,CDD-shifted PDP,10.0,0.016666666666666666,12,2,,alg1_direct_rmmse,0.0,,48,576,,,48,48,,48.0,576,-6.0,,96,,50
Alg2 Basis LMMSE E90,0.9,43,19,,267,,,,260.4166666666667,32,0.13767781808079926,0.1264232235446203,0.13796962200585355,0.1262753509328835,,107.6062732262517,,10.0,0.016666666666666666,12,2,2.7326241537223805,alg2_basis_reduced_support,-0.31147724350991013,,48,576,6,,48,48,,,,-6.0,3,96,,50
Alg2 Basis LMMSE E95,0.95,43,19,,267,,,,260.4166666666667,32,0.1314504898415643,0.12259130231829024,0.1317498272097821,0.12071530695277405,,1196.2678946574365,,10.0,0.016666666666666666,12,2,2.9324035490275726,alg2_basis_reduced_support,-0.11114304195082458,,48,576,8,,48,48,,,,-6.0,4,96,,50
Alg2 Basis LMMSE E99,0.99,43,19,,267,,,,260.4166666666667,32,0.12855923142909548,0.12337484281112451,0.12880101172473896,0.11958184966107116,,423856.13508163433,,10.0,0.016666666666666666,12,2,3.176644998802837,alg2_basis_reduced_support,-0.012835242844331431,,48,576,12,,48,48,,,,-6.0,6,96,,50
Alg2 CoherenceBlock Bc0.9,,43,19,,267,0.9,8.01,267,260.4166666666667,32,0.23193390535322453,0.2224891997388448,0.21414360568828691,0.20716808158370478,2.0677361610552754,4.09889546553434,,10.0,0.016666666666666666,12,2,,alg2_coherence_block,-2.2206936081452167,3,48,576,,,,48,,,,-6.0,,96,,50
Alg3 Port-DMRS RMMSE equal-total,,43,19,,267,,,,260.4166666666667,32,0.13027058556708623,0.1269433339075806,0.13097769012610588,0.12777416350463194,,,,10.0,0.016666666666666666,12,2,,alg3_port_dmrs,-0.08561576992535974,,48,576,,equal_total_overhead,,48,24,,,-6.0,,96,1.0,50
Alg1 Direct RMMSE WB 576sc,,43,19,,267,,,,260.4166666666667,32,nan,nan,0.04151086361008613,0.040583185666592754,,,CDD-shifted PDP,10.0,0.016666666666666666,12,2,,alg1_direct_rmmse,0.0,,48,576,,,48,48,,48.0,576,0.0,,96,,50
Alg2 Basis LMMSE E90,0.9,43,19,,267,,,,260.4166666666667,32,0.04855154192165706,0.04448166807596908,0.04828744542789126,0.04472068459121339,,107.6062732262517,,10.0,0.016666666666666666,12,2,2.7326241537223805,alg2_basis_reduced_support,-0.6567246161071418,,48,576,6,,48,48,,,,0.0,3,96,,50
Alg2 Basis LMMSE E95,0.95,43,19,,267,,,,260.4166666666667,32,0.04410377505519261,0.04155567512464243,0.04379010671224541,0.04100304349025037,,1196.2678946574365,,10.0,0.016666666666666666,12,2,2.9324035490275726,alg2_basis_reduced_support,-0.23214234802909633,,48,576,8,,48,48,,,,0.0,4,96,,50
Alg2 Basis LMMSE E99,0.99,43,19,,267,,,,260.4166666666667,32,0.042192980494430675,0.04110022483978137,0.041776268847186555,0.040378091260840215,,423856.13508163433,,10.0,0.016666666666666666,12,2,3.176644998802837,alg2_basis_reduced_support,-0.02767880624443953,,48,576,12,,48,48,,,,0.0,6,96,,50
Alg2 CoherenceBlock Bc0.9,,43,19,,267,0.9,8.01,267,260.4166666666667,32,0.10153910220937945,0.09115625291944118,0.07955088557109481,0.07744052022713872,2.0677361610552754,4.09889546553434,,10.0,0.016666666666666666,12,2,,alg2_coherence_block,-2.8248324990969085,3,48,576,,,,48,,,,0.0,,96,,50
Alg3 Port-DMRS RMMSE equal-total,,43,19,,267,,,,260.4166666666667,32,0.04433362523450441,0.039513181312652426,0.04458140348744676,0.03801808384551063,,,,10.0,0.016666666666666666,12,2,,alg3_port_dmrs,-0.30991967857552627,,48,576,,equal_total_overhead,,48,24,,,0.0,,96,1.0,50
Alg1 Direct RMMSE WB 576sc,,43,19,,267,,,,260.4166666666667,32,nan,nan,0.009971238690440047,0.009224461084747454,,,CDD-shifted PDP,10.0,0.016666666666666666,12,2,,alg1_direct_rmmse,0.0,,48,576,,,48,48,,48.0,576,8.0,,96,,50
Alg2 Basis LMMSE E90,0.9,43,19,,267,,,,260.4166666666667,32,0.01563232105718991,0.013985810232604149,0.015012551882338793,0.013653328839579586,,107.6062732262517,,10.0,0.016666666666666666,12,2,2.7326241537223805,alg2_basis_reduced_support,-1.7770540883030552,,48,576,6,,48,48,,,,8.0,3,96,,50
Alg2 Basis LMMSE E95,0.95,43,19,,267,,,,260.4166666666667,32,0.01286081637406351,0.011682577881972505,0.012380549944911516,0.011333639487885617,,1196.2678946574365,,10.0,0.016666666666666666,12,2,2.9324035490275726,alg2_basis_reduced_support,-0.939908240295546,,48,576,8,,48,48,,,,8.0,4,96,,50
Alg2 Basis LMMSE E99,0.99,43,19,,267,,,,260.4166666666667,32,0.010689275495578474,0.00982447170495111,0.010322660691299348,0.009958823773123198,,423856.13508163433,,10.0,0.016666666666666666,12,2,3.176644998802837,alg2_basis_reduced_support,-0.15042539721064685,,48,576,12,,48,48,,,,8.0,6,96,,50
Alg2 CoherenceBlock Bc0.9,,43,19,,267,0.9,8.01,267,260.4166666666667,32,0.05166268411211487,0.044202184493049426,0.037479457731459206,0.03389684790719916,2.0677361610552754,4.09889546553434,,10.0,0.016666666666666666,12,2,,alg2_coherence_block,-5.750441862312923,3,48,576,,,,48,,,,8.0,,96,,50
Alg3 Port-DMRS RMMSE equal-total,,43,19,,267,,,,260.4166666666667,32,0.010219505137699066,0.008964404110598442,0.010210854726717743,0.009138014643124664,,,,10.0,0.016666666666666666,12,2,,alg3_port_dmrs,-0.10312984906874065,,48,576,,equal_total_overhead,,48,24,,,8.0,,96,1.0,50
Alg1 Direct RMMSE WB 576sc,,22,10,,267,,,,520.8333333333334,64,nan,nan,0.032482549545882845,0.028793397759759073,,,CDD-shifted PDP,10.0,0.1,2,2,,alg1_direct_rmmse,0.0,,48,576,,,288,288,,48.0,576,-6.0,,576,,50
Alg2 Basis LMMSE E90,0.9,22,10,,267,,,,520.8333333333334,64,0.038339253194619914,0.03372431066353582,0.03808006436522554,0.03301752524679674,,86.25420905248218,,10.0,0.1,2,2,2.739854181506882,alg2_basis_reduced_support,-0.6904756422906634,,48,576,6,,288,288,,,,-6.0,3,576,,50
Alg2 Basis LMMSE E95,0.95,22,10,,267,,,,520.8333333333334,64,0.034873137800119,0.030498137017352704,0.0346379106188535,0.03040890613159037,,936.1745814435939,,10.0,0.1,2,2,2.9418006930865315,alg2_basis_reduced_support,-0.2790157765689506,,48,576,8,,288,288,,,,-6.0,4,576,,50
Alg2 Basis LMMSE E99,0.99,22,10,,267,,,,520.8333333333334,64,0.03302654599443375,0.029676827434086867,0.032835906566834466,0.02904834131697913,,130741.84151955855,,10.0,0.1,2,2,3.189690324053337,alg2_basis_reduced_support,-0.04698901674561713,,48,576,12,,288,288,,,,-6.0,6,576,,50
Alg2 CoherenceBlock Bc0.9,,22,10,,267,0.9,8.01,267,520.8333333333334,64,0.07266635735822037,0.0658546394202365,0.06968736450145659,0.0646396656625649,1.2203303263987593,1.5809196090608764,,10.0,0.1,2,2,,alg2_coherence_block,-3.3150393074189397,3,48,576,,,,288,,,,-6.0,,576,,50
Alg3 Port-DMRS RMMSE equal-total,,22,10,,267,,,,520.8333333333334,64,0.032004375846932186,0.027695957725240528,0.032026587231225305,0.027899114612627292,,,,10.0,0.1,2,2,,alg3_port_dmrs,0.061394470574480525,,48,576,,equal_total_overhead,,288,144,,,-6.0,,576,1.0,50
Alg1 Direct RMMSE WB 576sc,,22,10,,267,,,,520.8333333333334,64,nan,nan,0.009342236519998314,0.00887195708140226,,,CDD-shifted PDP,10.0,0.1,2,2,,alg1_direct_rmmse,0.0,,48,576,,,288,288,,48.0,576,0.0,,576,,50
Alg2 Basis LMMSE E90,0.9,22,10,,267,,,,520.8333333333334,64,0.01352884668009789,0.013177553055963851,0.013381745173376425,0.013094305319361964,,86.25420905248218,,10.0,0.1,2,2,2.739854181506882,alg2_basis_reduced_support,-1.5606189717056966,,48,576,6,,288,288,,,,0.0,3,576,,50
Alg2 Basis LMMSE E95,0.95,22,10,,267,,,,520.8333333333334,64,0.01142409197307282,0.011347635548374986,0.01132501427619254,0.011119365437649634,,936.1745814435939,,10.0,0.1,2,2,2.9418006930865315,alg2_basis_reduced_support,-0.8358789990717439,,48,576,8,,288,288,,,,0.0,4,576,,50
Alg2 Basis LMMSE E99,0.99,22,10,,267,,,,520.8333333333334,64,0.009735816755117574,0.009451430112998597,0.009672291867447962,0.009407271651964397,,130741.84151955855,,10.0,0.1,2,2,3.189690324053337,alg2_basis_reduced_support,-0.1507853491263355,,48,576,12,,288,288,,,,0.0,6,576,,50
Alg2 CoherenceBlock Bc0.9,,22,10,,267,0.9,8.01,267,520.8333333333334,64,0.03489146827019024,0.03204052262867126,0.03349891437594266,0.030905178616632036,1.2203303263987593,1.5809196090608764,,10.0,0.1,2,2,,alg2_coherence_block,-5.5457987451785264,3,48,576,,,,288,,,,0.0,,576,,50
Alg3 Port-DMRS RMMSE equal-total,,22,10,,267,,,,520.8333333333334,64,0.008514121310848373,0.008287385371103559,0.008500111746851106,0.008199715580382287,,,,10.0,0.1,2,2,,alg3_port_dmrs,0.41026223034070003,,48,576,,equal_total_overhead,,288,144,,,0.0,,576,1.0,50
Alg1 Direct RMMSE WB 576sc,,22,10,,267,,,,520.8333333333334,64,nan,nan,0.0016669708568988145,0.0015716875744198576,,,CDD-shifted PDP,10.0,0.1,2,2,,alg1_direct_rmmse,0.0,,48,576,,,288,288,,48.0,576,8.0,,576,,50
Alg2 Basis LMMSE E90,0.9,22,10,,267,,,,520.8333333333334,64,0.00556760851435149,0.005481784171436058,0.005457889168058617,0.005253981185212629,,86.25420905248218,,10.0,0.1,2,2,2.739854181506882,alg2_basis_reduced_support,-5.150967050505692,,48,576,6,,288,288,,,,8.0,3,576,,50
Alg2 Basis LMMSE E95,0.95,22,10,,267,,,,520.8333333333334,64,0.0030083505492467864,0.0027658012802107036,0.0029555239072957796,0.0027108983385836227,,936.1745814435939,,10.0,0.1,2,2,2.9418006930865315,alg2_basis_reduced_support,-2.4870646944910284,,48,576,8,,288,288,,,,8.0,4,576,,50
Alg2 Basis LMMSE E99,0.99,22,10,,267,,,,520.8333333333334,64,0.0018857376398324958,0.0017903149562657865,0.0018530161320835532,0.0017684870517634449,,130741.84151955855,,10.0,0.1,2,2,3.189690324053337,alg2_basis_reduced_support,-0.45951192971370247,,48,576,12,,288,288,,,,8.0,6,576,,50
Alg2 CoherenceBlock Bc0.9,,22,10,,267,0.9,8.01,267,520.8333333333334,64,0.02466720668194027,0.021886336828480082,0.024202175747617075,0.021433059030702528,1.2203303263987593,1.5809196090608764,,10.0,0.1,2,2,,alg2_coherence_block,-11.619264030399501,3,48,576,,,,288,,,,8.0,,576,,50
Alg3 Port-DMRS RMMSE equal-total,,22,10,,267,,,,520.8333333333334,64,0.0017576344598625854,0.0016492526257056868,0.0017646824514410719,0.0016794471116928882,,,,10.0,0.1,2,2,,alg3_port_dmrs,-0.2473855968354151,,48,576,,equal_total_overhead,,288,144,,,8.0,,576,1.0,50
Alg1 Direct RMMSE WB 576sc,,22,10,,267,,,,520.8333333333334,64,nan,nan,0.06070778288785425,0.057651680094535376,,,CDD-shifted PDP,10.0,0.05,4,2,,alg1_direct_rmmse,0.0,,48,576,,,144,144,,48.0,576,-6.0,,288,,50
Alg2 Basis LMMSE E90,0.9,22,10,,267,,,,520.8333333333334,64,0.06792105198984641,0.06285490054568696,0.06751646084145617,0.06313990331863603,,86.26232285608869,,10.0,0.05,4,2,2.7398223325970013,alg2_basis_reduced_support,-0.46165296576148684,,48,576,6,,144,144,,,,-6.0,3,288,,50
Alg2 Basis LMMSE E95,0.95,22,10,,267,,,,520.8333333333334,64,0.06311626793450682,0.05923703979505699,0.06274906885244323,0.059448485398686926,,936.4548148206494,,10.0,0.05,4,2,2.9417553653327047,alg2_basis_reduced_support,-0.14362913336465377,,48,576,8,,144,144,,,,-6.0,4,288,,50
Alg2 Basis LMMSE E99,0.99,22,10,,267,,,,520.8333333333334,64,0.061219802811069736,0.057429139584644316,0.060885956371988674,0.057528385680189184,,131023.06839065734,,10.0,0.05,4,2,3.189623748782138,alg2_basis_reduced_support,-0.01272759877840797,,48,576,12,,144,144,,,,-6.0,6,288,,50
Alg2 CoherenceBlock Bc0.9,,22,10,,267,0.9,8.01,267,520.8333333333334,64,0.11992024833719761,0.1109960603428867,0.11558129945585069,0.10679810059122333,1.2533188722302586,1.673062962464248,,10.0,0.05,4,2,,alg2_coherence_block,-2.796432005670108,3,48,576,,,,144,,,,-6.0,,288,,50
Alg3 Port-DMRS RMMSE equal-total,,22,10,,267,,,,520.8333333333334,64,0.05642595061295999,0.05257661011268355,0.05658545068728655,0.053022891048666476,,,,10.0,0.05,4,2,,alg3_port_dmrs,0.3053959299938665,,48,576,,equal_total_overhead,,144,72,,,-6.0,,288,1.0,50
Alg1 Direct RMMSE WB 576sc,,22,10,,267,,,,520.8333333333334,64,nan,nan,0.01605971030503033,0.01534637068359022,,,CDD-shifted PDP,10.0,0.05,4,2,,alg1_direct_rmmse,0.0,,48,576,,,144,144,,48.0,576,0.0,,288,,50
Alg2 Basis LMMSE E90,0.9,22,10,,267,,,,520.8333333333334,64,0.02111351281359627,0.0206784181675428,0.02090309261113952,0.020256078282708125,,86.26232285608869,,10.0,0.05,4,2,2.7398223325970013,alg2_basis_reduced_support,-1.1447283776263006,,48,576,6,,144,144,,,,0.0,3,288,,50
Alg2 Basis LMMSE E95,0.95,22,10,,267,,,,520.8333333333334,64,0.018398009947973346,0.01801613546174155,0.01821616692636282,0.01765841458190703,,936.4548148206494,,10.0,0.05,4,2,2.9417553653327047,alg2_basis_reduced_support,-0.547192904014952,,48,576,8,,144,144,,,,0.0,4,288,,50
Alg2 Basis LMMSE E99,0.99,22,10,,267,,,,520.8333333333334,64,0.016532252501400155,0.01585946668859403,0.01637037159464854,0.015764177527343153,,131023.06839065734,,10.0,0.05,4,2,3.189623748782138,alg2_basis_reduced_support,-0.08320830728024099,,48,576,12,,144,144,,,,0.0,6,288,,50
Alg2 CoherenceBlock Bc0.9,,22,10,,267,0.9,8.01,267,520.8333333333334,64,0.04823297318736073,0.04686577592461204,0.0461706184168576,0.04445857292991784,1.2533188722302586,1.673062962464248,,10.0,0.05,4,2,,alg2_coherence_block,-4.586279846605022,3,48,576,,,,144,,,,0.0,,288,,50
Alg3 Port-DMRS RMMSE equal-total,,22,10,,267,,,,520.8333333333334,64,0.017393080630021162,0.01596809008206515,0.017341220218020547,0.015749752370829758,,,,10.0,0.05,4,2,,alg3_port_dmrs,-0.3334194648192226,,48,576,,equal_total_overhead,,144,72,,,0.0,,288,1.0,50
Alg1 Direct RMMSE WB 576sc,,22,10,,267,,,,520.8333333333334,64,nan,nan,0.0038172561660439774,0.0036014471258954935,,,CDD-shifted PDP,10.0,0.05,4,2,,alg1_direct_rmmse,0.0,,48,576,,,144,144,,48.0,576,8.0,,288,,50
Alg2 Basis LMMSE E90,0.9,22,10,,267,,,,520.8333333333334,64,0.009001506179714035,0.008075000757023904,0.008846676425736881,0.007991208290105646,,86.26232285608869,,10.0,0.05,4,2,2.7398223325970013,alg2_basis_reduced_support,-3.6502883760402103,,48,576,6,,144,144,,,,8.0,3,288,,50
Alg2 Basis LMMSE E95,0.95,22,10,,267,,,,520.8333333333334,64,0.005979426009605555,0.0056161294343274664,0.005895838230504113,0.005486242186381491,,936.4548148206494,,10.0,0.05,4,2,2.9417553653327047,alg2_basis_reduced_support,-1.8879425359025919,,48,576,8,,144,144,,,,8.0,4,288,,50
Alg2 Basis LMMSE E99,0.99,22,10,,267,,,,520.8333333333334,64,0.004121745665208797,0.0038858332589662955,0.004069695583356649,0.0038346864791596637,,131023.06839065734,,10.0,0.05,4,2,3.189623748782138,alg2_basis_reduced_support,-0.27810619558556815,,48,576,12,,144,144,,,,8.0,6,288,,50
Alg2 CoherenceBlock Bc0.9,,22,10,,267,0.9,8.01,267,520.8333333333334,64,0.03149770514737789,0.029907982715675005,0.030373353309665726,0.028983038572179376,1.2533188722302586,1.673062962464248,,10.0,0.05,4,2,,alg2_coherence_block,-9.007414366937418,3,48,576,,,,144,,,,8.0,,288,,50
Alg3 Port-DMRS RMMSE equal-total,,22,10,,267,,,,520.8333333333334,64,0.0036190415755420267,0.0033898957664307084,0.0036048740047104773,0.0034639110565008774,,,,10.0,0.05,4,2,,alg3_port_dmrs,0.24861215156984348,,48,576,,equal_total_overhead,,144,72,,,8.0,,288,1.0,50
Alg1 Direct RMMSE WB 576sc,,22,10,,267,,,,520.8333333333334,64,nan,nan,0.08091704996022143,0.06923366799450978,,,CDD-shifted PDP,10.0,0.03333333333333333,6,2,,alg1_direct_rmmse,0.0,,48,576,,,96,96,,48.0,576,-6.0,,192,,50
Alg2 Basis LMMSE E90,0.9,22,10,,267,,,,520.8333333333334,64,0.08638170313040584,0.07448345952777682,0.08606405929945424,0.07401708176610602,,86.27568830760958,,10.0,0.03333333333333333,6,2,2.739768833220652,alg2_basis_reduced_support,-0.2678178511161935,,48,576,6,,96,96,,,,-6.0,3,192,,50
Alg2 Basis LMMSE E95,0.95,22,10,,267,,,,520.8333333333334,64,0.0822473885135606,0.06897303353721682,0.08202601250846961,0.06944602679714476,,936.9167077994656,,10.0,0.03333333333333333,6,2,2.9416792241428293,alg2_basis_reduced_support,-0.05911558851235853,,48,576,8,,96,96,,,,-6.0,4,192,,50
Alg2 Basis LMMSE E99,0.99,22,10,,267,,,,520.8333333333334,64,0.0811561154716839,0.06977190859517016,0.08099271320957711,0.06943395572058038,,131489.28379489857,,10.0,0.03333333333333333,6,2,3.189511915305785,alg2_basis_reduced_support,-0.004059067646913899,,48,576,12,,96,96,,,,-6.0,6,192,,50
Alg2 CoherenceBlock Bc0.9,,22,10,,267,0.9,8.01,267,520.8333333333334,64,0.15197206794557064,0.12881804580024975,0.14898692172854744,0.1277243649128691,1.2239938758872944,1.5917539974519161,,10.0,0.03333333333333333,6,2,,alg2_coherence_block,-2.6510810607256485,3,48,576,,,,96,,,,-6.0,,192,,50
Alg3 Port-DMRS RMMSE equal-total,,22,10,,267,,,,520.8333333333334,64,0.07679004627370825,0.07562938737362661,0.07690650557458348,0.0752247260562823,,,,10.0,0.03333333333333333,6,2,,alg3_port_dmrs,0.22076962435383887,,48,576,,equal_total_overhead,,96,48,,,-6.0,,192,1.0,50
Alg1 Direct RMMSE WB 576sc,,22,10,,267,,,,520.8333333333334,64,nan,nan,0.02651805785791712,0.02255831841524723,,,CDD-shifted PDP,10.0,0.03333333333333333,6,2,,alg1_direct_rmmse,0.0,,48,576,,,96,96,,48.0,576,0.0,,192,,50
Alg2 Basis LMMSE E90,0.9,22,10,,267,,,,520.8333333333334,64,0.03146834358630645,0.028307225329238933,0.031185799507529217,0.02800619827658396,,86.27568830760958,,10.0,0.03333333333333333,6,2,2.739768833220652,alg2_basis_reduced_support,-0.7041516866589492,,48,576,6,,96,96,,,,0.0,3,192,,50
Alg2 Basis LMMSE E95,0.95,22,10,,267,,,,520.8333333333334,64,0.028650164686822417,0.025572681941894056,0.02841614420108883,0.025185888223581393,,936.9167077994656,,10.0,0.03333333333333333,6,2,2.9416792241428293,alg2_basis_reduced_support,-0.30023434150436945,,48,576,8,,96,96,,,,0.0,4,192,,50
Alg2 Basis LMMSE E99,0.99,22,10,,267,,,,520.8333333333334,64,0.026993543256392295,0.023311082072648093,0.026798309313539867,0.023248301106130666,,131489.28379489857,,10.0,0.03333333333333333,6,2,3.189511915305785,alg2_basis_reduced_support,-0.04565681727631576,,48,576,12,,96,96,,,,0.0,6,192,,50
Alg2 CoherenceBlock Bc0.9,,22,10,,267,0.9,8.01,267,520.8333333333334,64,0.06278001304201995,0.05886604847730603,0.05994524638508609,0.055718040180514156,1.2239938758872944,1.5917539974519161,,10.0,0.03333333333333333,6,2,,alg2_coherence_block,-3.5421303572787375,3,48,576,,,,96,,,,0.0,,192,,50
Alg3 Port-DMRS RMMSE equal-total,,22,10,,267,,,,520.8333333333334,64,0.027973251639500728,0.023160872261994786,0.027869806024589296,0.0230541037952064,,,,10.0,0.03333333333333333,6,2,,alg3_port_dmrs,-0.21592232177467552,,48,576,,equal_total_overhead,,96,48,,,0.0,,192,1.0,50
Alg1 Direct RMMSE WB 576sc,,22,10,,267,,,,520.8333333333334,64,nan,nan,0.005079222534984476,0.004786431718281331,,,CDD-shifted PDP,10.0,0.03333333333333333,6,2,,alg1_direct_rmmse,0.0,,48,576,,,96,96,,48.0,576,8.0,,192,,50
Alg2 Basis LMMSE E90,0.9,22,10,,267,,,,520.8333333333334,64,0.01063053436314431,0.010029336165839654,0.010495594955115348,0.009813638277740934,,86.27568830760958,,10.0,0.03333333333333333,6,2,2.739768833220652,alg2_basis_reduced_support,-3.152098212037941,,48,576,6,,96,96,,,,8.0,3,192,,50
Alg2 Basis LMMSE E95,0.95,22,10,,267,,,,520.8333333333334,64,0.007676435357132019,0.0071600583277350895,0.0075919949856799104,0.0071952319478821615,,936.9167077994656,,10.0,0.03333333333333333,6,2,2.9416792241428293,alg2_basis_reduced_support,-1.7455867167412853,,48,576,8,,96,96,,,,8.0,4,192,,50
Alg2 Basis LMMSE E99,0.99,22,10,,267,,,,520.8333333333334,64,0.005498780545187007,0.005126262031400954,0.005437571547099823,0.005035256597420285,,131489.28379489857,,10.0,0.03333333333333333,6,2,3.189511915305785,alg2_basis_reduced_support,-0.2960774350510079,,48,576,12,,96,96,,,,8.0,6,192,,50
Alg2 CoherenceBlock Bc0.9,,22,10,,267,0.9,8.01,267,520.8333333333334,64,0.03182027537935742,0.030980441845424346,0.030583895870898496,0.030067922005942896,1.2239938758872944,1.5917539974519161,,10.0,0.03333333333333333,6,2,,alg2_coherence_block,-7.796955654647722,3,48,576,,,,96,,,,8.0,,192,,50
Alg3 Port-DMRS RMMSE equal-total,,22,10,,267,,,,520.8333333333334,64,0.005162766823721867,0.0046414342121661465,0.005139412385101743,0.004663953588088472,,,,10.0,0.03333333333333333,6,2,,alg3_port_dmrs,-0.05116225853932393,,48,576,,equal_total_overhead,,96,48,,,8.0,,192,1.0,50
Alg1 Direct RMMSE WB 576sc,,22,10,,267,,,,520.8333333333334,64,nan,nan,0.13829120193330346,0.13174505321320154,,,CDD-shifted PDP,10.0,0.016666666666666666,12,2,,alg1_direct_rmmse,0.0,,48,576,,,48,48,,48.0,576,-6.0,,96,,50
Alg2 Basis LMMSE E90,0.9,22,10,,267,,,,520.8333333333334,64,0.14542420577994977,0.13524749490159918,0.14522436417482373,0.13559100752902065,,86.34420510244244,,10.0,0.016666666666666666,12,2,2.739470398456584,alg2_basis_reduced_support,-0.21244932478074827,,48,576,6,,48,48,,,,-6.0,3,96,,50
