algorithm,basis_energy_threshold,bc_g_0p5_sc,bc_g_0p9_sc,bc_h_0p5_sc,bc_h_0p9_sc,bc_threshold,block_width_mhz,block_width_sc,cdd_delay_ns,cdd_delay_samples,ce_nmse_branch_mean,ce_nmse_branch_median,ce_nmse_eff_mean,ce_nmse_eff_median,cond_mean,cond_number,delay_spread_ns,dmrs_overhead_alg1,dmrs_spacing_sc,dmrs_symbols,effective_rank,family,gain_vs_alg1_db,n_blocks,n_prbs,n_sc,n_unknown_taps,overhead_mode,pilot_count,pilot_count_combined,pilot_count_per_port,snr_db,support_len,total_dmrs_re_alg1,total_pilot_re_relative,trials
Alg2 Basis LMMSE E90,0.9,22,10,,,,,,520.8333333333334,64,0.08582289071049655,0.07067226855540114,0.0858288663195236,0.07068273953294495,,1.0000000000000004,1.0,0.016666666666666666,12,2,2.0000000000000004,alg2_basis_reduced_support,5.392166345289424e-06,,48,576,2,,48,48,,-6.0,1,96,,50
Alg2 Basis LMMSE E95,0.95,22,10,,,,,,520.8333333333334,64,0.08582289071049655,0.07067226855540114,0.0858288663195236,0.07068273953294495,,1.0000000000000004,1.0,0.016666666666666666,12,2,2.0000000000000004,alg2_basis_reduced_support,5.392166345289424e-06,,48,576,2,,48,48,,-6.0,1,96,,50
Alg2 Basis LMMSE E99,0.99,22,10,,,,,,520.8333333333334,64,0.08582289071049655,0.07067226855540114,0.0858288663195236,0.07068273953294495,,1.0000000000000004,1.0,0.016666666666666666,12,2,2.0000000000000004,alg2_basis_reduced_support,5.392166345289424e-06,,48,576,2,,48,48,,-6.0,1,96,,50
Alg2 CoherenceBlock Bc0.9,,11,5,,,0.9,17.28,576,1041.6666666666667,128,0.048872075808238505,0.03984345930369887,0.048878856188816606,0.03984031773564712,1.0000000000000004,1.0000000000000004,1.0,0.03333333333333333,6,2,,alg2_coherence_block,4.0985715881043925e-06,1,48,576,,,,96,,-6.0,,192,,50
Alg2 Basis LMMSE E90,0.9,11,5,,,,,,1041.6666666666667,128,0.08353717171077062,0.0719343598101291,0.08353737954272375,0.07194800800596825,,1.0000000000000002,1.0,0.016666666666666666,12,2,2.0000000000000004,alg2_basis_reduced_support,3.426267533562719e-06,,48,576,2,,48,48,,-6.0,1,96,,50
Alg2 Basis LMMSE E95,0.95,11,5,,,,,,1041.6666666666667,128,0.08353717171077062,0.0719343598101291,0.08353737954272375,0.07194800800596825,,1.0000000000000002,1.0,0.016666666666666666,12,2,2.0000000000000004,alg2_basis_reduced_support,3.426267533562719e-06,,48,576,2,,48,48,,-6.0,1,96,,50
Alg2 Basis LMMSE E99,0.99,11,5,,,,,,1041.6666666666667,128,0.08353717171077062,0.0719343598101291,0.08353737954272375,0.07194800800596825,,1.0000000000000002,1.0,0.016666666666666666,12,2,2.0000000000000004,alg2_basis_reduced_support,3.426267533562719e-06,,48,576,2,,48,48,,-6.0,1,96,,50
Alg2 CoherenceBlock Bc0.9,,86,37,,,0.9,17.28,576,130.20833333333334,16,0.050670812773786815,0.043669638533035154,0.05063304110921291,0.04322064044849712,1.105681859518191,1.105681859518191,1.0,0.03333333333333333,6,2,,alg2_coherence_block,2.7990886381259526e-06,1,48,576,,,,96,,-6.0,,192,,50
Alg2 Basis LMMSE E90,0.9,11,5,,,,,,1041.6666666666667,128,0.03376783742015858,0.028436629273828867,0.033766059240272976,0.028442492531143802,,1.0000000000000004,1.0,0.05,4,2,2.0,alg2_basis_reduced_support,2.683512344816345e-06,,48,576,2,,144,144,,-6.0,1,288,,50
Alg2 Basis LMMSE E95,0.95,11,5,,,,,,1041.6666666666667,128,0.03376783742015858,0.028436629273828867,0.033766059240272976,0.028442492531143802,,1.0000000000000004,1.0,0.05,4,2,2.0,alg2_basis_reduced_support,2.683512344816345e-06,,48,576,2,,144,144,,-6.0,1,288,,50
Alg2 Basis LMMSE E99,0.99,11,5,,,,,,1041.6666666666667,128,0.03376783742015858,0.028436629273828867,0.033766059240272976,0.028442492531143802,,1.0000000000000004,1.0,0.05,4,2,2.0,alg2_basis_reduced_support,2.683512344816345e-06,,48,576,2,,144,144,,-6.0,1,288,,50
Alg2 Basis LMMSE E90,0.9,43,19,,,,,,260.4166666666667,32,0.022629348524745366,0.021291031257154158,0.022375348784181553,0.02070634939751162,,1.0745395365556365,1.0,0.016666666666666666,12,2,1.9974213071105276,alg2_basis_reduced_support,2.4729194226224845e-06,,48,576,2,,48,48,,0.0,1,96,,50
Alg2 Basis LMMSE E95,0.95,43,19,,,,,,260.4166666666667,32,0.022629348524745366,0.021291031257154158,0.022375348784181553,0.02070634939751162,,1.0745395365556365,1.0,0.016666666666666666,12,2,1.9974213071105276,alg2_basis_reduced_support,2.4729194226224845e-06,,48,576,2,,48,48,,0.0,1,96,,50
Alg2 Basis LMMSE E99,0.99,43,19,,,,,,260.4166666666667,32,0.022629348524745366,0.021291031257154158,0.022375348784181553,0.02070634939751162,,1.0745395365556365,1.0,0.016666666666666666,12,2,1.9974213071105276,alg2_basis_reduced_support,2.4729194226224845e-06,,48,576,2,,48,48,,0.0,1,96,,50
Alg2 CoherenceBlock Bc0.9,,11,5,,,0.9,17.28,576,1041.6666666666667,128,0.08353721586860775,0.07193213618831154,0.0835374235256433,0.07194578529658355,1.0,1.0,1.0,0.016666666666666666,12,2,,alg2_coherence_block,1.1396822542104854e-06,1,48,576,,,,48,,-6.0,,96,,50
Alg2 Basis LMMSE E90,0.9,11,5,,,,,,1041.6666666666667,128,0.0488721133144175,0.039844271144553814,0.048878893554712824,0.039841129877003174,,1.0000000000000004,1.0,0.03333333333333333,6,2,2.0000000000000004,alg2_basis_reduced_support,7.785682977459716e-07,,48,576,2,,96,96,,-6.0,1,192,,50
Alg2 Basis LMMSE E95,0.95,11,5,,,,,,1041.6666666666667,128,0.0488721133144175,0.039844271144553814,0.048878893554712824,0.039841129877003174,,1.0000000000000004,1.0,0.03333333333333333,6,2,2.0000000000000004,alg2_basis_reduced_support,7.785682977459716e-07,,48,576,2,,96,96,,-6.0,1,192,,50
Alg2 Basis LMMSE E99,0.99,11,5,,,,,,1041.6666666666667,128,0.0488721133144175,0.039844271144553814,0.048878893554712824,0.039841129877003174,,1.0000000000000004,1.0,0.03333333333333333,6,2,2.0000000000000004,alg2_basis_reduced_support,7.785682977459716e-07,,48,576,2,,96,96,,-6.0,1,192,,50
