cdd_delay_vector,ce_method,delay_spread_ns,dmrs_spacing_sc,pdsch_rb,scenario_id,snr_at_target_bler_db,snr_gain_vs_prg_db,target_bler,tx_scheme,variant_id
"0,4",PRG_RMMSE_4RB,30.0,2,2,default,nan,nan,0.1,PRG_CYCLING_4RB,prg
"0,4",IDEAL_CSI,30.0,2,2,default,nan,nan,0.1,CDD,ideal
"0,4",RMMSE_WB_KNOWN,30.0,2,2,default,nan,nan,0.1,CDD,rmmse
"0,4",RECON_PAIRWISE,30.0,2,2,default,nan,nan,0.1,CDD,pairwise
"0,4",RECON_BASIS_LMMSE,30.0,2,2,default,nan,nan,0.1,CDD,basis
