cdd_delay_vector,ce_method,delay_spread_ns,dmrs_spacing_sc,pdsch_rb,scenario_id,snr_at_target_bler_db,snr_gain_vs_prg_db,target_bler,tx_scheme,variant_id
"0,64",RMMSE_WB_KNOWN,30.0,2,48,fig10_static_ds30_d64_sf2,4.274434637027422,nan,0.1,CDD,direct_rmmse_wb
"0,64",RECON_BASIS_LMMSE,30.0,2,48,fig10_static_ds30_d64_sf2,4.377926830180655,nan,0.1,CDD,structural_basis
"0,64",IDEAL_CSI,30.0,2,48,fig10_static_ds30_d64_sf2,4.274434637027422,nan,0.1,CDD,ideal_csi
