algorithm,basis_energy_threshold,bc05_sc_original,bc09_sc_original,bc_threshold,block_width_mhz,block_width_sc,case_id,cdd_delay_ns,cdd_delay_samples,ce_nmse_branch_mean,ce_nmse_branch_median,ce_nmse_eff_mean,ce_nmse_eff_median,cond_mean,cond_number,covariance,delay_spread_ns,dmrs_spacing_sc,dmrs_symbols,effective_rank,family,n_blocks,n_prbs,n_sc,n_unknown_taps,noise_var_ls,overhead_mode,pilot_count,pilot_count_combined,pilot_count_per_port,processing_bandwidth_rb,processing_bandwidth_sc,snr_db,support_len,total_pilot_re_relative,trials
Alg2 Basis LMMSE E90,0.9,311,87,,,,ds30_d64_sf2,520.8333333333334,64,0.025787348475290336,0.024491680101899796,0.024958989883616285,0.023384751542349022,,82487529.70488043,,30.0,2,2,4.480933434432168,alg2_basis_reduced_support,,48,576,18,0.125594321575479,,288,288,,,,6.0,9,,100
Alg2 Basis LMMSE E95,0.95,311,87,,,,ds30_d64_sf2,520.8333333333334,64,0.01422433978773153,0.01341548214693554,0.013681372205296466,0.013046271966642705,,621387433560.6582,,30.0,2,2,5.0472074438825985,alg2_basis_reduced_support,,48,576,24,0.125594321575479,,288,288,,,,6.0,12,,100
Alg2 Basis LMMSE E99,0.99,311,87,,,,ds30_d64_sf2,520.8333333333334,64,0.007504583422184508,0.0071492669103407885,0.007219483613447461,0.0068158598972728485,,10126399541529.445,,30.0,2,2,5.678947902668566,alg2_basis_reduced_support,,48,576,34,0.125594321575479,,288,288,,,,6.0,17,,100
Alg2 CoherenceBlock Bc0.9,,311,87,0.9,2.61,87,ds30_d64_sf2,520.8333333333334,64,0.03967312234288739,0.039424962724215154,0.03673847447345622,0.03619614390785363,1.233767246711926,1.2430779026451355,,30.0,2,2,,alg2_coherence_block,7,48,576,,0.125594321575479,,,288,,,,6.0,,,100
Alg3 Port-DMRS RMMSE equal-total,,311,87,,,,ds30_d64_sf2,520.8333333333334,64,0.0050602038630731625,0.004746081547227167,0.005070351711175274,0.004744660870719945,,,,30.0,2,2,,alg3_port_dmrs,,48,576,,0.125594321575479,equal_total_overhead,,288,144,,,6.0,,1.0,100
Alg3 Port-DMRS RMMSE equal-per-port,,311,87,,,,ds30_d64_sf2,520.8333333333334,64,0.0026815361055826494,0.0025514289936293616,0.0026917627156696593,0.0025675287339998586,,,,30.0,2,2,,alg3_port_dmrs,,48,576,,0.125594321575479,equal_per_port_density,,288,288,,,6.0,,2.0,100
Alg1 Direct RMMSE WB 576sc,,311,87,,,,ds30_d64_sf2,520.8333333333334,64,nan,nan,0.003433972844835852,0.003294216832561185,,,CDD-shifted PDP,30.0,2,2,,alg1_direct_rmmse,,48,576,,0.07924465962305567,,288,288,,48.0,576,8.0,,,100
Alg2 Basis LMMSE E90,0.9,311,87,,,,ds30_d64_sf2,520.8333333333334,64,0.0236127295596952,0.021481557669007854,0.022802960454805215,0.020714980414705195,,82487529.70488043,,30.0,2,2,4.480933434432168,alg2_basis_reduced_support,,48,576,18,0.07924465962305567,,288,288,,,,8.0,9,,100
Alg2 Basis LMMSE E95,0.95,311,87,,,,ds30_d64_sf2,520.8333333333334,64,0.012855005615791764,0.011043022019553957,0.012286888743683975,0.01085060755453781,,621387433560.6582,,30.0,2,2,5.0472074438825985,alg2_basis_reduced_support,,48,576,24,0.07924465962305567,,288,288,,,,8.0,12,,100
Alg2 Basis LMMSE E99,0.99,311,87,,,,ds30_d64_sf2,520.8333333333334,64,0.006002583917702088,0.0058200199785957436,0.005719149547214781,0.005644756067832949,,10126399541529.445,,30.0,2,2,5.678947902668566,alg2_basis_reduced_support,,48,576,34,0.07924465962305567,,288,288,,,,8.0,17,,100
Alg2 CoherenceBlock Bc0.9,,311,87,0.9,2.61,87,ds30_d64_sf2,520.8333333333334,64,0.03770650220948861,0.035642794724609336,0.03410490438164957,0.03176275358531644,1.233767246711926,1.2430779026451355,,30.0,2,2,,alg2_coherence_block,7,48,576,,0.07924465962305567,,,288,,,,8.0,,,100
Alg3 Port-DMRS RMMSE equal-total,,311,87,,,,ds30_d64_sf2,520.8333333333334,64,0.0035568069774075473,0.003398852560533807,0.003564909855533205,0.003345206163658886,,,,30.0,2,2,,alg3_port_dmrs,,48,576,,0.07924465962305567,equal_total_overhead,,288,144,,,8.0,,1.0,100
Alg3 Port-DMRS RMMSE equal-per-port,,311,87,,,,ds30_d64_sf2,520.8333333333334,64,0.001857811602179754,0.00179810769889204,0.0018560690303186427,0.001794146366349307,,,,30.0,2,2,,alg3_port_dmrs,,48,576,,0.07924465962305567,equal_per_port_density,,288,288,,,8.0,,2.0,100
