base_seed,bler,cb_bler,cb_errors,cdd_delay_vector,ce_method,ce_nmse_branch,ce_nmse_eff,channel_model,coded_bits,common_random_numbers,cond_number,data_re,delay_spread_ns,dmrs_overhead,dmrs_spacing_sc,dmrs_symbols,effective_rank,goodput_bits_per_slot,goodput_se_per_re,mcs_index,mcs_table,n_cbs,n_dmrs_re,n_rx,n_trials,n_tx,noise_var,pdsch_rb,pdsch_symbols,prg_codebook,prg_size_rb,scenario_id,snr_db,speed_kmh,tb_errors,tbs_bits,tx_scheme,variant_id
1403846836,1.0,1.0,80,"0,8",RMMSE_WB_KNOWN,nan,0.05011748172237894,tdl,22272,True,nan,5568,100.0,0.03333333333333333,6,2,nan,0.0,0.0,8,nr_256qam,4,192,4,20,2,1.0,48,10,qpsk_dft,4,fig10_static_ds100,0.0,0.0,20,12024,CDD,direct_rmmse_wb_d8
2291976224,0.15,0.0875,7,"0,8",RMMSE_WB_KNOWN,nan,0.023868068966916685,tdl,22272,True,nan,5568,100.0,0.03333333333333333,6,2,nan,10971.9,1.9705280172413793,8,nr_256qam,4,192,4,20,2,0.3981071705534972,48,10,qpsk_dft,4,fig10_static_ds100,4.0,0.0,3,12024,CDD,direct_rmmse_wb_d8
3711766540,0.0,0.0,0,"0,8",RMMSE_WB_KNOWN,nan,0.012019477701861788,tdl,22272,True,nan,5568,100.0,0.03333333333333333,6,2,nan,12024.0,2.1594827586206895,8,nr_256qam,4,192,4,20,2,0.15848931924611134,48,10,qpsk_dft,4,fig10_static_ds100,8.0,0.0,0,12024,CDD,direct_rmmse_wb_d8
437165307,0.0,0.0,0,"0,8",RMMSE_WB_KNOWN,nan,0.00511603093446056,tdl,22272,True,nan,5568,100.0,0.03333333333333333,6,2,nan,12024.0,2.1594827586206895,8,nr_256qam,4,192,4,20,2,0.06309573444801933,48,10,qpsk_dft,4,fig10_static_ds100,12.0,0.0,0,12024,CDD,direct_rmmse_wb_d8
1403846836,1.0,1.0,80,"0,16",RMMSE_WB_KNOWN,nan,0.05837435584938009,tdl,22272,True,nan,5568,100.0,0.03333333333333333,6,2,nan,0.0,0.0,8,nr_256qam,4,192,4,20,2,1.0,48,10,qpsk_dft,4,fig10_static_ds100,0.0,0.0,20,12024,CDD,direct_rmmse_wb_d16
2291976224,0.0,0.0,0,"0,16",RMMSE_WB_KNOWN,nan,0.026909880036859707,tdl,22272,True,nan,5568,100.0,0.03333333333333333,6,2,nan,12024.0,2.1594827586206895,8,nr_256qam,4,192,4,20,2,0.3981071705534972,48,10,qpsk_dft,4,fig10_static_ds100,4.0,0.0,0,12024,CDD,direct_rmmse_wb_d16
3711766540,0.0,0.0,0,"0,16",RMMSE_WB_KNOWN,nan,0.012148254443260561,tdl,22272,True,nan,5568,100.0,0.03333333333333333,6,2,nan,12024.0,2.1594827586206895,8,nr_256qam,4,192,4,20,2,0.15848931924611134,48,10,qpsk_dft,4,fig10_static_ds100,8.0,0.0,0,12024,CDD,direct_rmmse_wb_d16
437165307,0.0,0.0,0,"0,16",RMMSE_WB_KNOWN,nan,0.0052411252889624695,tdl,22272,True,nan,5568,100.0,0.03333333333333333,6,2,nan,12024.0,2.1594827586206895,8,nr_256qam,4,192,4,20,2,0.06309573444801933,48,10,qpsk_dft,4,fig10_static_ds100,12.0,0.0,0,12024,CDD,direct_rmmse_wb_d16
1403846836,1.0,1.0,80,"0,32",RMMSE_WB_KNOWN,nan,0.06592240705151481,tdl,22272,True,nan,5568,100.0,0.03333333333333333,6,2,nan,0.0,0.0,8,nr_256qam,4,192,4,20,2,1.0,48,10,qpsk_dft,4,fig10_static_ds100,0.0,0.0,20,12024,CDD,direct_rmmse_wb_d32
2291976224,0.05,0.05,4,"0,32",RMMSE_WB_KNOWN,nan,0.030854144986262544,tdl,22272,True,nan,5568,100.0,0.03333333333333333,6,2,nan,11422.8,2.0515086206896553,8,nr_256qam,4,192,4,20,2,0.3981071705534972,48,10,qpsk_dft,4,fig10_static_ds100,4.0,0.0,1,12024,CDD,direct_rmmse_wb_d32
